"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"fcri.ob","0.001","0.001","0.002","972.0K","-50.0%","-52.3%","65.0K","65.1M","40.3M","none","none","-0.03","-0.01","-0.00","0.00","0","none","none","0.99","31.0K","-169.0K","-213.0K","none","none","Oct 31","none","-662.50%","none","0.01","none","3,000","none"
