"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"deg","50.00","53.20","61.40","17.8K","8,000","-5.7%","+4.4%","4.92B","92.4M","91.5M","none","none","37.75","none","-0.14","none","2.63","1.41","none","none","none","1.35B","-13.4M","none","4.0%","Dec 31","none","none","none","-0.38%","1.07","1.36","0","303.0K","0.3%","358.0K","16.83","18.0K","1"
