"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"hdb","12.40","14.19","17.29","66.9K","89.0K","-8.5%","-8.9%","1.32B","92.8M","51.1M","none","none","none","0.56","none","none","none","none","25.57","none","none","none","none","none","Mar 31","none","none","none","none","none","none","21.0K","0.0%","9,000","0.47","45.0K","3"
