"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ubcd","9.938","14.50","15.50","0.16","3,000","2,000","+37.3%","+58.4%","57.7M","3.98M","2.10M","0.28","1.93%","none","16.22","0.97","0.35","13.88","6.72","0.89","14.92","1.04","55.5M","none","3.90M","7.5%","Dec 31","none","0.56%","6.41%","none","0.14","26.7M","0","0","4,000"
