"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"cone","0.15","0.27","6.00","210.8K","354.0K","-92.6%","-91.4%","57.9M","214.4M","66.5M","none","none","1.79","-2.89","-2.31","1.69","0.62","0.15","none","0.16","360.1M","-66.3M","-618.1M","none","-33.1%","Dec 31","none","none","-63.62%","-131.47%","1.84","0.61","119.9M","293.0K","0.4%","665.0K","1.49","197.0K","0.2"
