"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ebsc","2.469","2.95","4.38","0.21","41.1K","28.0K","-7.5%","+6.8%","33.7M","11.4M","6.20M","none","none","18.88","0.06","-0.35","60.54","0.54","0.16","53.64","0.05","683.6M","27.6M","722.0K","0.1%","-0.7%","Feb 3","none","none","0.15%","0.33%","4.09","0.77","0","0","1,000","68.0K"
