"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"unfy.ob","0.031","0.32","0.625","1.47","28.8K","19.0K","-14.7%","-1.5%","6.39M","20.0M","18.2M","none","-0.06","-0.21","0","0.98","0.13","none","none","0.33","14.2M","-7.52M","-4.03M","-28.3%","-57.3%","Apr 30","none","none","-39.06%","none","0.58","none","2.62M","285.0K","1.8%","95.0K","0"
