"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"nzt","13.52","16.50","21.95","0.91","41.5K","43.0K","-9.9%","+4.0%","3.63B","219.8M","162.6M","0.57","3.45%","3.77","1.18","0.27","10.66","0.39","4.38","13.94","1.55","2.40B","853.3M","263.9M","10.9%","23.5%","June 30","none","none","7.03%","27.98%","0.35","2.74","0","4.08M","2.5%","4.07M","97.26","42.0K","8"
