"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"drsdy.ob","32.00","35.00","47.125","0.88","682","0","-7.0%","+7.4%","18.4B","526.3M","347.3M","0.80","2.29%","none","24.79","3.16","0.69","30.38","12.48","1.41","11.07","1.15","16.7B","none","1.72B","10.4%","Dec 31","none","0.40%","14.66%","none","0.80","6.57B","none","1"
