"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"sanyy","18.00","26.00","42.969","1.07","1,182","0","-35.2%","-25.2%","8.66B","333.1M","326.5M","none","none","none","0.46","none","none","none","none","56.16","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","3,000","0.0%","2,000","1.50","2,000","5"
