"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"coigf.ob","0.08","0.20","0.20","0","+150.0%","+188.6%","1.04M","5.19M","400.0K","none","none","none","0.02","0.00","0.03","none","none","11.11","7.46","139.0K","92.0K","92.0K","66.5%","66.5%","Dec 31","none","none","none","none","none","none","none"
