"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"savb","17.045","19.30","25.00","0.46","500","0","+5.5%","+21.8%","57.1M","2.96M","2.20M","0.64","3.32%","10.71","1.43","0.36","8.97","4.29","1.80","13.53","2.15","27.7M","none","4.39M","15.9%","Dec 31","none","1.25%","14.82%","none","0","12.7M","0","0","1,000"
