"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ubb","13.00","19.80","33.00","2.24","273.1K","286.0K","-16.9%","-4.0%","5.53B","279.3M","22.5M","0.90","4.54%","none","8.70","1.40","0.40","13.06","1.13","2.27","14.11","1.52","3.77B","none","321.8M","9.9%","Dec 31","none","1.80%","14.62%","none","1.75","315.4M","547.0K","2.4%","247.0K","1.80","303.0K","5"
