"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"cwbs","4.90","7.20","7.50","-0.23","4,000","6,000","+20.0%","+38.5%","12.2M","1.70M","1.30M","0.14","1.94%","none","7.89","-0.02","0.06","9.03","14.87","0.91","none","0.80","17.1M","none","-62.0K","-0.4%","Dec 31","none","none","-0.03%","-0.47%","none","0.04","23.4M","0","0","1,000"
