"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"shr","43.50","53.75","56.46","5,727","3,000","+2.6%","+13.5%","10.6B","197.8M","154.3M","none","none","11.16","1.79","0.30","21.26","2.91","4.82","30.03","2.53","4.23B","591.5M","355.8M","8.5%","14.0%","Dec 31","none","7.57%","16.44%","2.42","0","576.2M","93.0K","0.1%","87.0K","23.25","4,000","1"
