"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"jcc","4.813","7.60","15.25","1.35","2,227","3,000","+38.2%","+59.5%","270.6M","35.6M","16.1M","0.12","1.58%","none","17.65","-5.99","-2.98","46.19","0.15","0.43","none","0.17","1.64B","-130.6M","-212.6M","-11.6%","-8.0%","Dec 31","none","-9.16%","-29.83%","0.81","2.01","5.39M","2,000","0.0%","5,000","1.00","2,000","1"
