"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"tech","19.375","31.74","51.984","0.75","289.0K","197.0K","-32.6%","-22.3%","1.32B","41.5M","37.8M","none","4.50","0.82","0.20","2.76","2.45","7.06","38.66","11.51","117.5M","59.0M","35.0M","29.8%","41.5%","June 30","none","17.11%","20.98%","7.87","0.10","101.3M","1.15M","3.0%","1.10M","4.26","269.0K"
