"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"stg","0.313","1.53","1.95","2.42","64.5K","43.0K","+144.8%","+182.6%","31.3M","20.5M","20.2M","none","none","1.71","-1.30","-0.17","none","1.65","0.90","none","none","none","-7.37M","-25.4M","none","none","Dec 31","none","none","-52.12%","-61.27%","30.10","0","31.9M","60.0K","0.3%","60.0K","0.79","76.0K"
