"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ire","27.40","35.00","42.00","1.03","11.3K","14.0K","+4.3%","+20.4%","8.43B","241.0M","221.7M","none","41.70","3.27","1.79","19.39","3.21","0.84","10.70","1.80","4.90B","none","828.4M","21.2%","Mar 31","none","1.15%","8.39%","none","0.21","772.6M","30.0K","0.0%","21.0K","2.73","11.0K","4"
