"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"teu","7.20","9.40","10.58","51.0K","+7.6%","+2.6%","746.4M","79.4M","78.6M","none","none","13.62","1.14","-0.11","33.58","1.49","0.69","8.27","0.28","2.66B","187.0M","90.0M","3.5%","3.7%","Dec 31","none","4.98%","8.46%","1.04","0.22","118.0M","253.0K","0.3%","315.0K","1.41","179.0K"
