"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"wos","26.00","35.50","38.00","818","1,000","-1.0%","+9.6%","4.09B","115.1M","113.9M","none","none","none","1.52","0.42","84.60","none","none","23.28","0.42","9.73B","577.2M","174.7M","1.8%","5.7%","July 31","none","none","none","none","none","none","1,000","0.0%","4,000","1.00","1,000","5"
