"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"wbco","7.25","9.63","10.99","0.44","1,773","0","+20.4%","+38.9%","39.0M","4.05M","3.40M","0.24","2.49%","none","8.15","0.85","0.27","7.58","4.21","1.18","11.33","1.27","32.2M","none","3.61M","11.2%","Dec 31","none","none","0.96%","11.31%","none","0","23.1M","1,000","0.0%","0","0.33","3,000"
