"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"fwbn","8.25","10.90","14.00","0.46","591","1,000","+17.8%","+36.0%","16.4M","1.51M","1.30M","none","none","9.19","0.20","0.02","none","1.20","1.19","55.33","none","none","none","301.0K","none","Dec 31","none","none","0.47%","2.18%","none","0","0","0","0","0"
