"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"ccrn","19.50","25.75","28.35","169.0K","+13.5%","+8.3%","829.0M","32.2M","7.80M","none","none","5.55","0.39","0.17","19.54","none","4.64","65.86","1.32","453.4M","50.7M","9.09M","2.0%","7.4%","Dec 31","none","2.64%","7.28%","1.56","1.43","none","none"
