"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"post.ob","0.03","0.15","0.531","-1.78","25.4K","64.0K","-52.1%","-44.7%","3.23M","21.6M","14.4M","none","-0.02","-0.12","0.08","0.18","0.01","none","none","0.84","3.86M","-284.0K","-2.54M","-63.0%","-64.2%","Dec 31","none","none","-47.17%","-223.26%","0.15","none","0","none"
