"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"cbnj","12.857","17.00","20.19","0.15","909","1,000","+27.5%","+47.2%","34.3M","2.02M","1.40M","none","10.39","0.72","0.18","6.75","4.05","1.64","23.71","2.52","13.8M","none","1.47M","10.6%","Dec 31","none","0.76%","7.41%","none","0","8.16M","1,000","0.1%","1,000","0"
