"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"astt","1.06","1.20","6.50","122.4K","316.0K","-75.7%","-72.0%","160.7M","133.9M","36.2M","none","none","1.72","-0.53","-0.35","1.36","0.51","0.70","none","0.88","185.2M","3.69M","-73.3M","-39.6%","1.4%","Apr 30","none","none","-17.86%","-29.07%","4.51","0.43","52.7M","646.0K","1.8%","646.0K","5.13","126.0K","5"
