"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"swrg","2.75","3.70","8.62","47.3K","19.0K","-47.1%","-41.5%","34.6M","9.35M","5.30M","none","none","6.44","none","-0.42","none","1.26","0.57","none","none","none","1.98M","-3.93M","none","-1.3%","Jan 1","none","none","none","-6.52%","2.74","0.04","7.13M","75.0K","1.4%","156.0K","5.77","13.0K"
