"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mpx","2.406","4.10","5.00","3,455","1,000","-7.2%","+2.6%","69.8M","17.0M","4.80M","0.08","1.95%","none","2.65","0.51","0.10","7.92","0.31","1.55","8.01","0.52","137.3M","15.8M","8.84M","6.4%","9.9%","Dec 31","none","11.99%","14.10%","2.61","0","5.26M","0","0","2,000"
