"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"eres","4.45","9.55","10.25","18.4K","17.0K","+85.1%","+104.8%","65.8M","6.89M","3.40M","none","none","4.37","-0.66","0.04","3.79","3.28","2.19","none","2.52","27.0M","-5.80M","-4.57M","-15.8%","-27.9%","Dec 31","none","-9.32%","-14.23%","2.82","0","22.6M","7,000","0.2%","4,000","0.33","21.0K"
