"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"jhx","11.10","13.50","13.89","0","+21.0%","+15.4%","1.22B","90.2M","71.2M","none","none","3.06","0.33","-0.01","9.64","0.18","4.42","41.54","1.40","793.2M","82.1M","26.5M","3.3%","5.5%","Mar 31","none","2.76%","9.90%","1.29","1.79","14.8M","1,000","0.0%","0","0","5"
