"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"flbc","6.688","10.70","11.47","5,773","13.0K","+58.5%","+83.0%","36.9M","3.45M","3.10M","0.24","2.24%","none","11.21","0.46","0.16","7.45","1.61","0.95","23.31","1.44","23.6M","none","1.46M","6.2%","36.9%","Dec 31","none","0.42%","3.90%","none","none","5.56M","0","0","3,000"
