"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"emt","2.25","4.25","17.625","2.27","736.2K","1.05M","-65.7%","-60.4%","1.41B","332.9M","156.5M","0.33","7.74%","none","7.01","-0.13","-0.23","8.97","0.66","0.61","none","0.47","2.99B","271.3M","-43.6M","-0.8%","-4.2%","Dec 31","none","-0.52%","-1.81%","1.15","0.65","220.7M","1.67M","1.1%","1.32M","2.60","642.0K","1"
