"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"cksw","0.563","0.90","3.50","19.6K","7,000","-55.4%","-48.5%","23.6M","26.2M","17.8M","none","none","0.73","-0.55","-0.17","0.61","0.48","1.23","none","1.47","15.4M","-14.0M","-13.6M","-88.7%","-94.8%","Dec 31","none","-46.11%","-55.52%","6.16","0.01","12.1M","0","1,000","42.0K"
