"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"pcci","13.00","20.67","20.75","0.32","3,864","4,000","+56.7%","+80.9%","51.0M","2.47M","900.0K","0.32","1.55%","none","14.81","2.02","0.50","18.79","2.00","1.40","10.26","1.10","49.7M","none","5.33M","10.7%","Dec 31","none","none","0.87%","15.71%","none","1.09","3.30M","1,000","0.1%","0","0.33","3,000"
