"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cbkn","8.188","11.00","13.75","0.03","7,091","1,000","+20.5%","+39.1%","39.7M","3.61M","2.90M","none","none","10.28","0.64","0.13","7.19","6.95","1.07","17.08","1.53","27.0M","none","2.42M","9.0%","Dec 31","none","0.67%","6.79%","none","0","25.2M","135.0K","4.7%","71.0K","16.88","8,000"
