"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"gcfbu","1.95","3.12","4.938","318","0","+18.9%","+37.2%","11.9M","3.81M","1.00M","none","none","0.94","-0.13","-0.02","1.96","0.08","3.31","none","1.59","7.53M","176.0K","-493.0K","-6.5%","-3.1%","Dec 31","none","-6.05%","-13.23%","0.56","1.26","310.0K","2,000","0.2%","10.0K","0"
