"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"so","20.89","22.75","35.72","-0.33","1.81M","1.71M","-26.6%","-15.3%","15.7B","689.7M","682.8M","1.34","5.89%","10.94","none","0.80","none","0.29","2.08","none","none","none","3.59B","554.0M","none","23.6%","Dec 31","none","none","none","7.35%","0.61","1.41","0","12.3M","1.8%","12.0M","6.28","1.96M"
