"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fcbc","14.125","28.95","35.55","0.10","4,864","4,000","+105.0%","+136.6%","261.7M","9.04M","7.40M","1.16","4.01%","14.13","2.09","0.55","none","3.24","2.05","13.87","none","none","none","18.8M","none","Dec 31","none","none","1.54%","15.57%","none","1.15","0","87.0K","1.2%","89.0K","14.50","6,000"
