"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"sdt","10.70","12.50","20.60","17.8K","26.0K","-38.9%","-32.4%","1.25B","100.0M","1.90M","none","none","14.83","1.30","0.45","12.74","0.90","0.84","9.62","0.98","1.28B","222.2M","130.3M","7.8%","12.6%","Mar 31","none","none","4.70%","8.80%","1.50","0.20","99.1M","7,000","0.4%","14.0K","0.27","26.0K","1"
