"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mee","9.938","17.77","42.875","374.0K","283.0K","-26.3%","-18.4%","1.32B","74.4M","51.3M","0.16","0.90%","none","11.63","-0.02","0.10","16.82","0.04","1.53","none","1.06","1.25B","187.3M","-1.06M","-0.1%","0.6%","Oct 31","none","none","-0.05%","-0.11%","0.88","0.57","5.70M","1.40M","2.7%","864.0K","4.38","320.0K"
