"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"nqci.ob","0.03","0.05","0.265","5,682","9,000","-58.3%","-51.9%","497.0K","9.94M","5.80M","none","none","0.01","-0.01","-0.02","0.46","0.00","3.40","none","0.11","4.57M","302.0K","-59.0K","-1.3%","3.6%","Dec 31","none","-1.57%","-21.85%","0.75","17.20","14.0K","none"
