"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"opt","0.188","0.26","0.75","0","-30.7%","-20.0%","3.30M","12.7M","6.10M","none","none","1.28","-0.07","-0.01","11.48","0.10","0.20","none","0.02","132.9M","6.05M","-1.01M","-0.8%","-0.6%","Dec 31","none","-1.48%","-8.42%","1.01","2.03","1.31M","0","0","0"
