"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"mercs","5.40","7.22","9.05","0.67","41.2K","22.0K","+12.1%","+29.4%","121.3M","16.8M","7.20M","none","none","7.05","0.88","0.01","12.39","1.18","1.02","8.21","0.58","210.6M","57.5M","15.0M","7.1%","10.7%","Dec 31","none","none","4.03%","12.63%","1.80","1.64","23.7M","0","3,000","25.0K"
