"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"hbek","7.00","8.50","11.364","8,000","16.0K","-8.8%","+5.3%","88.9M","10.5M","9.10M","none","6.29","0.81","0.27","6.27","5.73","1.35","10.56","1.36","62.0M","none","7.72M","13.1%","Dec 31","none","0.97%","12.05%","none","0.65","59.9M","1,000","0.0%","0","0.17","6,000"
