"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"cris","3.00","5.59","13.875","111.1K","134.0K","-47.4%","-39.3%","180.1M","32.2M","22.9M","none","none","4.40","none","-0.89","none","1.86","1.27","none","none","none","-335.6M","-28.5M","none","none","Dec 31","none","none","none","-20.51%","6.36","0.06","61.9M","149.0K","0.7%","327.0K","1.75","85.0K"
