"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"uovey.ob","9.88","11.65","16.125","1,909","3,000","-17.5%","-4.8%","6.13B","526.4M","168.4M","none","none","7.03","0.95","0.52","3.17","1.78","1.66","12.30","3.68","1.67B","none","498.5M","29.9%","Dec 31","none","1.46%","13.69%","none","0","936.3M","none","2"
