"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"jsnsy.ob","18.50","19.75","28.38","7,591","1,000","-11.7%","+1.9%","9.50B","481.1M","476.3M","none","none","14.76","0.33","0.48","50.50","1.54","1.34","59.67","0.39","24.1B","780.8M","158.2M","2.3%","3.1%","Apr 1","none","none","3.63%","2.31%","0.81","0.57","733.8M","none","4"
