"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"ctnr.ob","15.00","17.30","22.00","0.04","45","0","+15.3%","+33.1%","8.72M","504.0K","200.0K","0.50","2.89%","16.11","1.50","0.25","1.74","10.65","1.07","11.55","9.93","883.0K","122.0K","760.0K","86.1%","39.8%","Dec 31","none","8.29%","8.71%","146.13","0","5.37M","none"
