"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sabb","24.09","28.15","30.62","0.23","31.0K","18.0K","+5.7%","+22.0%","741.5M","26.3M","22.1M","0.88","3.13%","12.53","2.18","0.42","11.31","5.00","2.25","12.93","2.49","302.2M","none","58.2M","19.2%","Dec 31","none","1.56%","18.58%","none","0","132.2M","108.0K","0.5%","94.0K","4.00","27.0K"
