"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"entm.ob","1.60","2.00","3.20","6,000","-4.8%","-9.1%","6.96M","3.48M","2.40M","none","-1.34","-0.46","-0.04","none","none","none","none","none","0","-446.0K","-1.61M","none","none","Dec 31","none","-113.58%","none","0.19","none","none","none"
