"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"sro","0.20","0.40","1.625","1,682","1,000","-36.0%","-26.1%","24.5M","61.2M","6.10M","none","none","0.25","-0.31","-0.08","2.81","0.08","1.59","none","0.14","162.7M","-5.70M","-17.7M","-10.9%","-8.5%","Dec 31","none","-11.46%","-69.46%","0.61","5.00","4.78M","10.0K","0.2%","10.0K","0"
