"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"wqp","23.75","25.33","25.55","2,091","617.1M","24.4M","0","none","none","16.05","4.43","1.07","45.10","0.13","1.58","5.72","0.56","1.10B","287.3M","107.9M","9.8%","20.1%","Dec 31","none","5.99%","36.38%","1.11","1.90","3.17M","1,000","0.0%","0","0.50","2,000"
