"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"iog","22.25","28.80","34.10","5,227","6,000","+7.4%","+24.0%","3.23B","112.3M","99.9M","none","none","7.72","none","0.66","none","3.06","3.73","none","none","none","394.7M","74.1M","none","7.2%","Mar 31","none","none","none","8.55%","1.67","1.99","222.0M","2,000","0.0%","0","0.40","5,000","1"
