"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"cceq","2.85","4.72","13.50","7,364","16.0K","-32.1%","-24.9%","91.0M","19.3M","12.2M","none","none","1.82","0.13","0.04","2.87","0.02","2.59","36.03","1.65","55.3M","11.5M","2.54M","4.6%","10.1%","Dec 31","none","3.84%","7.44%","1.92","0.77","416.0K","0","1,000","10.0K","1"
