"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"htbk","6.50","6.95","9.875","-0.07","7,864","14.0K","-25.9%","-14.4%","77.2M","11.1M","9.30M","none","6.39","0.55","0.16","4.34","3.12","1.09","12.71","1.60","75.1M","none","6.91M","9.2%","Dec 31","none","none","0.86%","10.82%","none","0","0","0","4,000","8,000"
