"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"glyn","7.50","14.01","14.51","232.0K","+27.4%","+21.5%","238.6M","17.0M","5.60M","none","none","10.68","none","-0.01","none","0.66","1.31","none","none","none","35.9M","-168.0K","none","4.7%","Feb 3","none","none","none","-0.10%","2.46","0.05","6.50M","932.0K","16.6%","1.05M","13.91","67.0K"
