"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"buh","5.25","9.95","10.59","2,000","+53.1%","+46.1%","1.31B","131.3M","118.2M","none","none","17.32","0.78","-0.03","72.65","0.20","0.57","12.82","0.14","9.25B","515.3M","88.7M","1.3%","3.8%","Dec 31","none","1.97%","4.41%","1.70","0.86","26.9M","3,000","0.0%","115.0K","3.00","1,000","1"
