"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"grow","0.85","0.97","1.10","3,364","1,000","-3.0%","-3.5%","7.23M","7.45M","5.40M","none","none","0.76","-0.12","0","1.39","0.33","1.27","none","0.70","7.87M","-422.0K","-900.0K","-11.4%","-8.5%","June 30","none","none","-10.68%","-14.63%","4.06","0.19","0","0","0","6,000"
