"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"wsha.ob","0.01","0.225","1.30","97.6K","111.0K","-67.4%","-67.6%","4.60M","20.4M","3.70M","none","none","0.02","0","0.00","none","0.01","10.64","none","none","0","none","0","none","none","Dec 31","none","0.00%","0.00%","1.81","0.47","112.0K","none"
