"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"xla","1.00","2.60","14.125","3.19","133.3K","170.0K","-58.4%","-52.0%","295.0M","113.5M","11.3M","none","none","0.95","none","none","none","none","2.74","none","none","none","none","none","none","Jan 31","none","none","none","none","none","none","1.99M","17.6%","0","12.68","157.0K"
