"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"gnrg.ob","0.25","0.42","0.781","0.38","3,909","2,000","+49.5%","+72.5%","6.45M","15.4M","13.7M","none","0.42","-0.03","0.01","0.93","0.05","0.99","none","0.45","13.4M","-232.0K","-547.0K","-4.1%","-6.6%","Dec 31","none","none","-5.85%","-7.98%","1.46","0.21","0","none"
