"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"prxl","8.375","14.00","20.00","0.96","93.7K","78.0K","+56.6%","+80.8%","347.4M","24.8M","19.9M","none","7.43","0.07","0.10","16.08","2.52","1.88","215.38","0.87","401.2M","17.1M","1.73M","0.6%","-0.8%","June 30","none","0.61%","0.95%","1.69","0.00","62.4M","1.00M","5.0%","1.14M","9.38","107.0K"
