"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sthk","1.56","2.45","8.25","9,273","10.0K","-69.4%","-64.7%","22.6M","9.23M","5.40M","none","none","0.07","0","-0.10","none","0.40","33.70","none","none","0","none","0","none","none","Oct 31","none","0.00%","0.00%","1.62","0.02","3.39M","3,000","0.1%","7,000","0.50","6,000"
